Time;Mode;State;Warning 1;Warning 2;Longitude;Latitude;Heading;Speed;LGamma Dose rate (?Sv/h);LGamma BKG dose rate (?Sv/h);LGamma (cps);LGamma Bkg (cps);Neutron (cps);Neutron Bkg (cps);High range;HGamma filtered (cps);HGamma filtered Dose rate (?Sv/h);Ext (cps);Event #;Acq state;Live time (s);Temperature(C);Dose (?Sv);MCA Satured;ID 01;CL 01;ID 02;CL 02;ID 03;CL 03;ID 04;CL 04;ID 05;CL 05;ID 06;CL 06;ID 07;CL 07;ID 08;CL 08;
2017-05-30 14:50:43.046;Source Search;Alarm;ID BKG old;;-43.427792;-22.871095;251.71;.33;0.775;0.065;2156.7;414.2;0;0;False;0;0.523;--;9;Manual;12.919;30.38;0.022;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:50:43.510;Source Search;Alarm;ID BKG old;;-43.427792;-22.871095;251.71;.33;0.808;0.065;2272.1;414.2;0;0;False;4.3;0.93;--;9;Manual;13.379;30.38;0.023;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:50:44.421;Source Search;Alarm;ID BKG old;;-43.427792;-22.871095;251.71;.33;0.829;0.065;2366.2;414.2;0;0;False;0;0.744;--;9;Manual;14.287;30.38;0.023;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:50:44.921;Source Search;Alarm;ID BKG old;;-43.427794;-22.871095;224.73;.33;0.837;0.065;2425.6;414.2;0;0;False;0;0.595;--;9;Manual;14.787;30.38;0.023;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:50:45.397;Source Search;Alarm;ID BKG old;;-43.427794;-22.871095;224.73;.33;0.891;0.065;2473;414.2;0;0;False;0;0.476;--;9;Manual;15.253;30.44;0.023;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:50:45.887;Source Search;Alarm;ID BKG old;;-43.427793;-22.871094;224.73;.33;0.888;0.065;2496.1;414.2;0;0;False;2;0.616;--;9;Manual;15.753;30.44;0.023;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:50:56.948;Source Search;Alarm;ID BKG old;;-43.427787;-22.871095;76.87;.16;0.895;0.065;2516.4;414.2;0;0;False;0;0.394;--;9;Manual;17.866;30.50;0.023;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:50:58.238;Source Search;Alarm;ID BKG old;;-43.427787;-22.871095;76.87;.16;0.886;0.065;2486.2;414.2;0;0;False;1.2;0.454;--;9;Manual;19.557;30.50;0.026;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:50:58.727;Source Search;Alarm;ID BKG old;;-43.427787;-22.871095;76.87;.16;0.882;0.065;2489.7;414.2;0;0;False;0;0.363;--;9;Manual;20.057;30.50;0.026;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:50:59.232;Source Search;Alarm;ID BKG old;;-43.427787;-22.871095;76.87;.16;0.911;0.065;2511.4;414.2;0;0;False;0;0.291;--;9;Manual;20.557;30.50;0.026;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:50:59.715;Source Search;Alarm;ID BKG old;;-43.427787;-22.871095;76.87;.16;0.954;0.065;2585.2;414.2;0;0;False;2.1;0.478;--;9;Manual;21.035;30.50;0.027;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:51:00.264;Source Search;Alarm;ID BKG old;;-43.427787;-22.871095;76.87;.16;0.955;0.065;2616.1;414.2;0;0;False;1.9;0.606;--;9;Manual;21.561;30.50;0.027;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:51:01.149;Source Search;Alarm;ID BKG old;;-43.427787;-22.871095;76.87;.16;0.939;0.065;2583.5;414.2;0;0;False;0;0.485;--;9;Manual;22.422;30.50;0.027;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:51:01.781;Source Search;Alarm;ID BKG old;;-43.427787;-22.871095;76.87;.16;1.045;0.065;2835.5;414.2;0;0;False;3.8;0.832;--;9;Manual;22.951;30.50;0.027;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:51:02.296;Source Search;Alarm;ID BKG old;;-43.427787;-22.871095;76.87;.16;1.292;0.065;3332.2;414.2;0;0;False;6.3;1.412;--;9;Manual;23.582;30.50;0.027;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:51:02.805;Source Search;Alarm;ID BKG old;;-43.427787;-22.871095;76.87;.16;1.509;0.065;3771.6;414.2;0;0;False;1.9;1.359;--;9;Manual;24.094;30.50;0.028;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:51:03.321;Source Search;Alarm;ID BKG old;;-43.427787;-22.871095;76.87;.16;1.683;0.065;4153.1;414.2;0;0;False;0;1.087;--;9;Manual;24.604;30.50;0.028;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:51:03.843;Source Search;Alarm;ID BKG old;;-43.427787;-22.871095;76.87;.16;1.768;0.065;4335.6;414.2;0;0;True;17.4;5.673;--;9;Manual;25.120;30.50;0.028;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:51:04.381;Source Search;Alarm;ID BKG old;;-43.427787;-22.871095;76.87;.16;1.837;0.065;4470.7;414.2;0;0;False;3.8;4.981;--;9;Manual;25.652;30.50;0.029;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:51:04.914;Source Search;Alarm;ID BKG old;;-43.427787;-22.871095;76.87;.16;1.934;0.065;4595.4;414.2;0;0;False;3.8;4.43;--;9;Manual;26.180;30.50;0.029;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:51:05.560;Source Search;Alarm;ID BKG old;;-43.427787;-22.871095;76.87;.16;2.041;0.065;4788.9;414.2;0;0;False;1.6;3.73;--;9;Manual;26.812;30.50;0.030;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:51:06.070;Source Search;Alarm;ID BKG old;;-43.427787;-22.871095;76.87;.16;2.121;0.065;4899.3;414.2;0;0;False;1.8;3.201;--;9;Manual;27.354;30.50;0.030;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:51:06.611;Source Search;Alarm;ID BKG old;;-43.427787;-22.871095;76.87;.16;2.145;0.065;4992.3;414.2;0;0;False;7.4;3.432;--;9;Manual;27.894;30.50;0.030;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:51:07.122;Source Search;Alarm;ID BKG old;;-43.427787;-22.871095;76.87;.16;2.185;0.065;5082.8;414.2;0;0;False;3.9;3.207;--;9;Manual;28.404;30.63;0.031;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:51:07.622;Source Search;Alarm;ID BKG old;;-43.427787;-22.871095;76.87;.16;2.215;0.065;5183.3;414.2;0;0;False;3.9;3.025;--;9;Manual;28.914;30.63;0.031;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:51:08.124;Source Search;Alarm;ID BKG old;;-43.427787;-22.871095;76.87;.16;2.296;0.065;5356.1;414.2;0;0;False;4;2.891;--;9;Manual;29.413;30.63;0.031;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:51:08.624;Source Search;Alarm;ID BKG old;;-43.427787;-22.871095;76.87;.16;2.379;0.065;5492.9;414.2;0;0;False;2;2.547;--;9;Manual;29.913;30.63;0.032;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:51:09.279;Source Search;Alarm;ID BKG old;;-43.427787;-22.871095;76.87;.16;2.303;0.065;5360.7;414.2;0;0;False;4.6;2.579;--;9;Manual;30.564;30.63;0.032;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:51:09.793;Source Search;Alarm;ID BKG old;;-43.42779;-22.871098;338.09;.1;2.083;0.065;4910.7;414.2;0;0;False;0;2.063;--;9;Manual;31.066;30.63;0.032;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:51:11.370;Source Search;Alarm;ID BKG old;;-43.42779;-22.871098;338.09;.1;1.632;0.065;3953.5;414.2;0;0;False;0.6;1.725;--;9;Manual;32.648;30.63;0.033;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:51:11.912;Source Search;Alarm;ID BKG old;;-43.42779;-22.871098;338.09;.1;1.23;0.065;3089.3;414.2;0;0;False;3.7;1.82;--;9;Manual;33.183;30.63;0.033;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:51:12.419;Source Search;Alarm;ID BKG old;;-43.42779;-22.871098;338.09;.1;0.933;0.065;2441.5;414.2;0;0;False;0;1.456;--;9;Manual;33.698;30.63;0.033;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:51:12.937;Source Search;Alarm;ID BKG old;;-43.42779;-22.871098;338.09;.1;0.744;0.065;1977.2;414.2;0;0;False;1.9;1.392;--;9;Manual;34.216;30.63;0.033;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:51:13.447;Source Search;Alarm;ID BKG old;;-43.42779;-22.871098;338.09;.1;0.611;0.065;1669.8;414.2;0;0;False;2;1.346;--;9;Manual;34.722;30.63;0.033;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:51:13.950;Source Search;Alarm;ID BKG old;;-43.42779;-22.871098;338.09;.1;0.514;0.065;1470.6;414.2;0;0;False;0;1.077;--;9;Manual;35.231;30.63;0.033;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:51:14.567;Source Search;Alarm;ID BKG old;;-43.42779;-22.871098;338.09;.1;0.432;0.065;1279.9;414.2;0;0;False;0;0.861;--;9;Manual;35.734;30.63;0.033;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:51:15.074;Source Search;Alarm;ID BKG old;;-43.42779;-22.871098;338.09;.1;0.374;0.065;1187.7;414.2;0;0;False;1.6;0.88;--;9;Manual;36.350;30.63;0.033;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:51:15.573;Source Search;Alarm;ID BKG old;;-43.42779;-22.871098;338.09;.1;0.346;0.065;1114.2;414.2;0;0;False;0;0.704;--;9;Manual;36.857;30.63;0.033;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:51:16.074;Source Search;Alarm;ID BKG old;;-43.42779;-22.871098;338.09;.1;0.318;0.065;1034.2;414.2;0;0;False;4;1.034;--;9;Manual;37.355;30.63;0.033;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:51:16.574;Source Search;Alarm;ID BKG old;;-43.42779;-22.871098;338.09;.1;0.311;0.065;1004.1;414.2;0;0;False;10;2.003;--;9;Manual;37.855;30.63;0.034;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:51:17.184;Source Search;Alarm;ID BKG old;;-43.42779;-22.871098;338.09;.1;0.292;0.065;972.7;414.2;0;0;False;0;1.603;--;;Slidding;5.198;30.69;0.034;False;Co-60;9;;;;;;;;;;;;;;;
2017-05-30 14:51:17.839;Source Search;Alarm;ID BKG old;;-43.42779;-22.871098;338.09;.1;0.287;0.065;955.8;414.2;0;0;False;1.4;1.449;--;;Slidding;5.390;30.69;0.034;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:51:18.270;Source Search;Alarm;ID BKG old;;-43.42779;-22.871098;338.09;.1;0.295;0.065;950.9;414.2;0;0;False;3.7;1.59;--;;Slidding;5.418;30.69;0.034;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:51:18.855;Source Search;Alarm;ID BKG old;;-43.42779;-22.871098;338.09;.1;0.291;0.065;944.2;414.2;0;0;False;0;1.272;--;;Slidding;5.498;30.69;0.034;False;Co-60;9;;;;;;;;;;;;;;;
2017-05-30 14:51:19.355;Source Search;Alarm;ID BKG old;;-43.42779;-22.871098;338.09;.1;0.296;0.065;952.5;414.2;0.4;0;False;4;1.488;--;;Slidding;5.489;30.69;0.034;False;Co-60;9;;;;;;;;;;;;;;;
2017-05-30 14:51:19.863;Source Search;Alarm;ID BKG old;;-43.42779;-22.871098;338.09;.1;0.294;0.065;942.2;414.2;0.3;0;False;0;1.19;--;;Slidding;5.401;30.69;0.034;False;Co-60;9;;;;;;;;;;;;;;;
2017-05-30 14:51:20.278;Source Search;Alarm;ID BKG old;;-43.42779;-22.871098;338.09;.1;0.277;0.065;939.5;414.2;0.3;0;False;2;1.183;--;;Slidding;5.294;30.69;0.034;False;Co-60;9;;;;;;;;;;;;;;;
2017-05-30 14:51:20.776;Source Search;Alarm;ID BKG old;;-43.42779;-22.871098;338.09;.1;0.277;0.065;934.8;414.2;0.2;0;False;0;0.947;--;;Slidding;5.287;30.69;0.034;False;Co-60;9;;;;;;;;;;;;;;;
2017-05-30 14:51:21.203;Source Search;Alarm;ID BKG old;;-43.427791;-22.871096;81.71;.09;0.275;0.065;931.7;414.2;0.2;0;False;0;0.757;--;;Slidding;5.199;30.69;0.034;False;Co-60;9;;;;;;;;;;;;;;;
2017-05-30 14:51:32.957;Source Search;Alarm;ID BKG old;;-43.427793;-22.871099;96.65;.07;0.276;0.065;936.1;414.2;0.1;0;False;1.7;0.801;--;;Slidding;6.508;30.81;0.034;False;Co-60;9;;;;;;;;;;;;;;;
2017-05-30 14:51:34.819;Source Search;Alarm;ID BKG old;;-43.427793;-22.871099;96.65;.07;0.277;0.065;937.5;414.2;0.1;0;False;1.3;0.788;--;;Slidding;9.180;30.81;0.035;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:51:35.322;Source Search;Alarm;ID BKG old;;-43.427794;-22.8711;129.68;.08;0.264;0.065;938.2;414.2;0.1;0;False;0;0.63;--;;Slidding;8.973;30.81;0.035;False;Co-60;9;;;;;;;;;;;;;;;
2017-05-30 14:51:36.491;Source Search;Alarm;ID BKG old;;-43.427794;-22.8711;129.68;.08;0.276;0.065;956;414.2;0.1;0;False;1.7;0.706;--;;Slidding;9.595;30.81;0.035;False;Co-60;9;;;;;;;;;;;;;;;
2017-05-30 14:51:37.042;Source Search;Alarm;ID BKG old;;-43.427794;-22.8711;129.68;.08;0.268;0.065;946.6;414.2;0.1;0;False;1.8;0.775;--;;Slidding;9.567;30.81;0.035;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:51:37.578;Source Search;Alarm;ID BKG old;;-43.427794;-22.8711;129.68;.08;0.268;0.065;923.9;414.2;0.5;0;False;2.3;0.886;--;;Slidding;9.509;30.81;0.035;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:51:38.165;Source Search;Alarm;ID BKG old;;-43.427794;-22.8711;129.68;.08;0.26;0.065;896.7;414.2;0.4;0;False;0;0.709;--;10;Manual;9.597;30.81;0.035;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:51:38.586;Source Search;Alarm;ID BKG old;;-43.427794;-22.8711;129.68;.08;0.265;0.065;897.5;414.2;0.3;0;False;0;0.567;--;10;Manual;10.194;30.81;0.035;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:51:39.112;Source Search;Alarm;ID BKG old;;-43.427794;-22.871099;15.42;.04;0.263;0.065;891.7;414.2;0.3;0;False;0;0.454;--;10;Manual;10.694;30.81;0.035;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:51:39.533;Source Search;Alarm;ID BKG old;;-43.427794;-22.871099;15.42;.04;0.267;0.065;901.1;414.2;0.2;0;False;0;0.363;--;10;Manual;11.137;30.81;0.035;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:51:40.032;Source Search;Alarm;ID BKG old;;-43.427794;-22.871099;37.22;.05;0.278;0.065;934.4;414.2;0.2;0;False;2;0.526;--;10;Manual;11.637;30.81;0.035;False;Co-60;9;;;;;;;;;;;;;;;
2017-05-30 14:51:40.461;Source Search;Alarm;ID BKG old;;-43.427794;-22.871099;37.22;.05;0.273;0.065;937;414.2;0.1;0;False;0;0.421;--;10;Manual;12.058;30.81;0.035;False;Co-60;9;;;;;;;;;;;;;;;
2017-05-30 14:51:40.964;Source Search;Alarm;ID BKG old;;-43.427795;-22.871099;28.75;.06;0.284;0.065;935.1;414.2;0.1;0;False;4;0.813;--;10;Manual;12.550;30.81;0.035;False;Co-60;9;;;;;;;;;;;;;;;
2017-05-30 14:51:41.746;Source Search;Alarm;ID BKG old;;-43.427795;-22.871099;28.75;.06;0.281;0.065;928.5;414.2;0.1;0;False;0;0.65;--;10;Manual;13.342;30.81;0.035;False;Co-60;9;;;;;;;;;;;;;;;
2017-05-30 14:51:42.357;Source Search;Alarm;ID BKG old;;-43.427795;-22.8711;30.98;.1;0.284;0.065;922.4;414.2;0.1;0;False;1.7;0.724;--;10;Manual;13.919;30.81;0.035;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:51:42.840;Source Search;Alarm;ID BKG old;;-43.427795;-22.8711;30.98;.1;0.272;0.065;907.6;414.2;0.1;0;False;2;0.816;--;10;Manual;14.416;30.88;0.036;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:51:43.332;Source Search;Alarm;T? change;;-43.427795;-22.8711;85.57;.02;0.283;0.065;930.5;414.2;0;0;False;2;0.888;--;10;Manual;14.916;30.88;0.036;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:51:43.924;Source Search;Alarm;T? change;;-43.427795;-22.8711;85.57;.02;0.281;0.065;932.8;414.2;0;0;False;0;0.71;--;10;Manual;15.401;30.88;0.036;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:51:44.362;Source Search;Alarm;T? change;;-43.427795;-22.8711;85.57;.02;0.283;0.065;949.1;414.2;0;0;False;0;0.568;--;10;Manual;15.939;30.88;0.036;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:51:44.858;Source Search;Alarm;T? change;;-43.427795;-22.871101;85.57;.02;0.27;0.065;927.8;414.2;0;0;False;0;0.455;--;10;Manual;16.439;30.88;0.036;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:51:45.297;Source Search;Alarm;T? change;;-43.427795;-22.871101;85.57;.02;0.278;0.065;926.8;414.2;0;0;False;0;0.364;--;10;Manual;16.876;30.88;0.036;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:51:45.818;Source Search;Alarm;T? change;;-43.427795;-22.871101;85.57;.02;0.277;0.065;916;414.2;0;0;False;0;0.291;--;10;Manual;17.399;30.88;0.036;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:51:46.402;Source Search;Alarm;T? change;;-43.427795;-22.871101;85.57;.02;0.277;0.065;921.8;414.2;0;0;False;0;0.233;--;;Slidding;5.281;30.88;0.036;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:51:47.787;Source Search;Alarm;T? change;;-43.427793;-22.87111;75.36;.08;0.272;0.065;909.1;414.2;0;0;False;0.6;0.262;--;;Slidding;6.033;30.88;0.036;False;Co-60;9;;;;;;;;;;;;;;;
2017-05-30 14:51:48.281;Source Search;Alarm;T? change;;-43.427793;-22.87111;75.36;.08;0.3;0.065;944.2;414.2;0;0;False;0;0.21;--;;Slidding;5.956;30.88;0.036;False;Co-60;9;;;;;;;;;;;;;;;
2017-05-30 14:51:48.797;Source Search;Alarm;T? change;;-43.427793;-22.87111;75.36;.08;0.27;0.065;905.6;414.2;0;0;False;0;0.168;--;;Slidding;5.882;30.88;0.036;False;Co-60;9;;;;;;;;;;;;;;;
2017-05-30 14:51:49.219;Source Search;Alarm;T? change;;-43.427793;-22.87111;75.36;.08;0.284;0.065;929.8;414.2;0;0;False;2;0.366;--;;Slidding;5.889;30.88;0.036;False;Co-60;9;;;;;;;;;;;;;;;
2017-05-30 14:51:49.799;Source Search;Alarm;T? change;;-43.427793;-22.87111;75.36;.08;0.28;0.065;951.4;414.2;0;0;False;0;0.292;--;;Slidding;5.983;30.88;0.036;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:51:50.288;Source Search;Alarm;T? change;;-43.427793;-22.87111;75.36;.08;0.282;0.065;936;414.2;0;0;False;4;0.704;--;;Slidding;5.946;30.88;0.036;False;Co-60;9;;;;;;;;;;;;;;;
2017-05-30 14:51:51.644;Source Search;Alarm;T? change;;-43.427793;-22.87111;75.36;.08;0.281;0.065;924.6;414.2;0;0;False;2.4;0.842;--;;Slidding;5.867;30.88;0.036;False;Co-60;9;;;;;;;;;;;;;;;
2017-05-30 14:51:52.254;Source Search;Alarm;T? change;;-43.427793;-22.87111;75.36;.08;0.277;0.065;924.3;414.2;0;0;False;0;0.674;--;;Slidding;6.973;30.88;0.036;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:51:52.882;Source Search;Alarm;T? change;;-43.427793;-22.87111;75.36;.08;0.278;0.065;925.3;414.2;0;0;False;1.6;0.733;--;;Slidding;7.058;30.94;0.036;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:51:53.496;Source Search;Alarm;T? change;;-43.427793;-22.87111;75.36;.08;0.287;0.065;920;414.2;0;0;False;0;0.586;--;;Slidding;7.255;30.94;0.036;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:51:54.480;Source Search;Alarm;T? change;;-43.427793;-22.87111;75.36;.08;0.28;0.065;921;414.2;0;0;False;0;0.469;--;;Slidding;6.690;30.94;0.036;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:51:55.108;Source Search;Alarm;T? change;;-43.427793;-22.87111;75.36;.08;0.282;0.065;927.8;414.2;0;0;False;0;0.375;--;;Slidding;6.809;30.94;0.036;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:51:55.741;Source Search;Alarm;T? change;;-43.427793;-22.87111;75.36;.08;0.287;0.065;949.4;414.2;0;0;False;3.2;0.675;--;;Slidding;7.014;30.94;0.037;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:51:56.371;Source Search;Alarm;T? change;;-43.427793;-22.87111;75.36;.08;0.312;0.065;1017.6;414.2;0;0;False;1.6;0.725;--;;Slidding;7.141;30.94;0.037;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:51:56.997;Source Search;Alarm;T? change;;-43.427793;-22.87111;75.36;.08;0.454;0.065;1400.2;414.2;0;0;False;3.2;0.957;--;;Slidding;7.187;30.94;0.037;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:51:57.621;Source Search;Alarm;T? change;;-43.427793;-22.87111;75.36;.08;1.07;0.065;2778.2;414.2;0;0;False;4.8;1.327;--;;Slidding;7.314;30.94;0.037;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:51:58.450;Source Search;Alarm;T? change;;-43.427793;-22.87111;75.36;.08;1.405;0.065;3479.1;414.2;0;0;False;5;1.646;--;;Slidding;7.697;30.94;0.037;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:51:59.095;Source Search;Alarm;T? change;;-43.427793;-22.87111;75.36;.08;1.106;0.065;2789.7;414.2;0;0;False;0;1.317;--;;Slidding;6.800;30.94;0.038;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:51:59.737;Source Search;Alarm;T? change;;-43.427793;-22.87111;75.36;.08;0.845;0.065;2223.5;414.2;0;0;False;1.6;1.236;--;;Slidding;6.837;30.94;0.038;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:52:00.395;Source Search;Alarm;T? change;;-43.427791;-22.871117;7.18;.15;0.676;0.065;1845.2;414.2;0;0;False;1.6;1.172;--;;Slidding;6.851;30.94;0.038;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:52:04.138;Source Search;Alarm;T? change;;-43.427791;-22.871117;7.18;.15;0.553;0.065;1581.2;414.2;0.1;0;False;0;0.937;--;;Slidding;9.413;31.06;0.038;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:52:04.801;Source Search;Alarm;T? change;;-43.427791;-22.871117;7.18;.15;0.467;0.065;1391.5;414.2;0;0;False;0;0.75;--;;Slidding;9.653;31.06;0.038;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:52:05.547;Source Search;Alarm;T? change;;-43.427791;-22.871117;7.18;.15;0.417;0.065;1282.2;414.2;0;0;False;1.5;0.777;--;;Slidding;9.687;31.06;0.038;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:52:06.197;Source Search;Alarm;T? change;;-43.427791;-22.871117;7.18;.15;0.374;0.065;1204;414.2;0;0;False;0;0.622;--;;Slidding;9.795;31.06;0.038;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:52:06.832;Source Search;Alarm;T? change;;-43.427791;-22.871117;7.18;.15;0.343;0.065;1148.8;414.2;0;0;False;0;0.497;--;;Slidding;9.819;31.06;0.038;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:52:17.331;Source Search;Alarm;T? change;;-43.427779;-22.871115;43.15;.1;0.312;0.065;1054.5;414.2;0;0;False;1;0.55;--;;Slidding;12.232;31.06;0.038;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:52:19.653;Source Search;Alarm;T? change;;-43.427779;-22.871115;43.15;.1;0.299;0.065;1027.8;414.2;0;0;False;1.1;0.571;--;;Slidding;15.167;31.06;0.039;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:52:20.287;Source Search;Alarm;T? change;;-43.427779;-22.871115;43.15;.1;0.303;0.065;1025.2;414.2;0;0;False;0;0.457;--;;Slidding;15.150;31.06;0.039;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:52:20.919;Source Search;Alarm;T? change;;-43.427779;-22.871115;43.15;.1;0.296;0.065;1006.6;414.2;0;0;False;0;0.366;--;;Slidding;15.132;31.06;0.039;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:52:21.662;Source Search;Alarm;T? change;;-43.427779;-22.871115;43.15;.1;0.296;0.065;983.8;414.2;0;0;False;0;0.293;--;;Slidding;12.224;31.06;0.040;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:52:22.299;Source Search;Alarm;T? change;;-43.427779;-22.871115;43.15;.1;0.285;0.065;991.4;414.2;0;0;False;1.3;0.389;--;;Slidding;12.124;31.06;0.040;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:52:22.934;Source Search;Alarm;T? change;;-43.427779;-22.871115;43.15;.1;0.285;0.065;973.5;414.2;0;0;False;1.6;0.502;--;;Slidding;12.078;31.06;0.040;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:52:23.867;Source Search;Alarm;T? change;;-43.427779;-22.871115;43.15;.1;0.274;0.065;957.4;414.2;0;0;False;0;0.402;--;11;Manual;12.837;31.06;0.040;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:52:24.700;Source Search;Alarm;T? change;;-43.427779;-22.871115;43.15;.1;0.282;0.065;977.1;414.2;0;0;False;0;0.321;--;11;Manual;13.661;31.06;0.040;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:52:25.510;Source Search;Alarm;T? change;;-43.427779;-22.871115;43.15;.1;0.275;0.065;966.8;414.2;0;0;False;0;0.257;--;11;Manual;14.484;31.06;0.040;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:52:26.147;Source Search;Alarm;T? change;;-43.427779;-22.871115;43.15;.1;0.28;0.065;958.9;414.2;0;0;False;2.5;0.497;--;11;Manual;15.292;31.06;0.040;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:52:27.076;Source Search;Alarm;T? change;;-43.427779;-22.871115;43.15;.1;0.273;0.065;958.9;414.2;0;0;False;0;0.397;--;11;Manual;16.067;31.06;0.040;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:52:28.178;Source Search;Alarm;T? change;;-43.427779;-22.871115;43.15;.1;0.281;0.065;961.7;414.2;0;0;False;0;0.318;--;11;Manual;16.856;31.19;0.040;False;Co-60;10;;;;;;;;;;;;;;;
